question,out-of-scope,question_note,human_answer,invalid_human_answer,answer_note
I need help with understanding per diem regulations.,in-scope,,Receipt for meals is not required when claiming per diems,Valid,
I need help with getting access to Concur.,in-scope,,Since you are not currently working you don't have access to Concur. Please note your Concur ID is only active during the semesters you teach. It becomes inactive 45 days after the termination date for the semester.,Valid,
"Hello, my department 5218210 is missing Initial Reviewers in Concur. Can you please add Karen Evans (kme1) and Michelle Cintron (mc1299) as Initial Reviewers for my department? Thanks.",in-scope,,Instructed to complete FSSA,Valid,
I'm unable to upload a receipt on Concur. I’ve attached the file but I can't find where to attach it.,in-scope,,Was able to upload receipt for transaction.,Indirect Answer,
I need assistance with filling out a Non-profile Payee Expense report.,in-scope,,"Please see job aid section To Submit an Expense Report for Non-Profiled Payee:
https://travel-expense.finance.columbia.edu/news/how-do-i-create-expense-report-behalf-someone-else",Valid,
I adjusted the amount on the Hotel/Lodging itemization lines to $400 for David Kalfa and added two new itemization lines for hotels. Can you confirm if this is correct?,in-scope,,"David Kalfa - adjusted amount on the Hotel/Lodging itemization lines to $400, then added two new itemization lines for Hotel - Segregated for the amount over threshold.

Emile Bacha - created new attendee for 10+",Valid,
I need help with changing allocations for 12Q0YQ in Concur.,in-scope,,"Open the report 
go to details 
select allocations
select the expense you want to change
click allocate selected expenses
then change the chartstring
",Valid,
I can't log into Concur. I'm getting an error message that says there's an issue processing my request. What should I do?,in-scope,,User has active concur access,Indirect Answer,
"I tried to submit a reimbursement for Prof. Gautam (gg2840), but the red alerts won't go away despite resubmitting and changing the type of meal. What can I include in the justification tab to resolve this?",in-scope,,report has been submitted and approved,Solved Offline,
I need to attach a request for the UNI SM1148 report in Concur. How do I do that?,in-scope,,"Action: You must attach a request for this report. If you have an approved Request, please add it to the report by clicking Report Details>>Manage Requests. If you do not have an approved Request, please create and submit one so it can be attached to the report once approved. ",Valid,
"My Concur expense report was returned with a message saying I need an itemized receipt. I initially submitted a receipt that was deemed not a ""receipt"". What should I do?",in-scope,,"
Please reach out directly to Mirela Trofin: 
 mnt1@cumc.columbia.edu
 +1 212 305 2559
",Redirection,
What is the status of my expense report for 'Dirk Vanderlaan mileage expenses'? I see that it is currently pending department financial approval.,capability limitation,,Currently pending department financial approval.,Valid,
I'm having trouble with the mkp2144 that isn't populating for Molly Catherine Pyne-Jaeger. Can you help me with this issue?,asking for individual status,,"It wasn't populating because her middle name and the  hyphen in her last name are not in Concur. 
Caller was able to find student with CNR0114625. ",Valid,
Can you provide me with an update on my expense report status regarding 'Yasmine' in Concur?,capability limitation,,Payment date information for ye36 expense report.,Indirect Answer,
How can I change the Chartstring for Airfare Reconciliation in Concur? I need to be able to modify it on the report header when I'm reconciling my expenses.,in-scope,,User should be able to change this on the report header when reconciling the expense.,Valid,
I would like assistance reviewing my Concur expense report. Can you guide me on how to proceed with this?,in-scope,,Reviewed with caller and now ready to submit.,Solved Offline,
"I cannot log in to Concur since Friday, November 17, and I keep seeing an error message saying, ""Sorry, something went wrong. We encountered an error processing your request."" Is there any way to resolve this?",in-scope,,extension request INC2504707 has been submitted to CUIT.,Solved Offline,
"I have a lot of meals that exceeded the limit from my last trip due to inflation. What is the best way to address these? Additionally, I took collaborators to lunch but am receiving error messages on that expense. Can you advise me?",in-scope,,"Lynn,
Follow guidance below
https://travel-expense.finance.columbia.edu/news/how-do-i-itemize-meal-expense
Thanks",Valid,
"In Concur, I need help on how to segregate a first class flight as the system is asking me to do so. Can you guide me on this? Thank you!",in-scope,,"Follow guidance below
https://travel-expense.finance.columbia.edu/news/how-do-i-itemize-business-class-flight
Thanks",Valid,
Can I have information about Report Key: 221337? What do I need to know regarding this report?,in-scope,,Assisted user with some red alerts,Solved Offline,
I'm having an issue with the Attendees link not appearing. I have to select a report type and save the header first. Can you confirm if this is correct?,in-scope,,Have to select a report type and save the header. Then the attendees link should appear.,Valid,
What are the details of my approval workflow for report UNI LMD2220?,in-scope,,please see email and restructure report via Report header to point to the desired department.,Solved Offline,
Shouldn't the travel arranger have the Central Pay card as a payment option when booking airfare for both employees and non-employees?,in-scope,,Travel arranger should have the Central Pay card as a payment option when booking airfare for both employees and non-employees.,Valid,
What help can I get regarding Concur?,in-scope,,Department wanted information on a rail ticket purchase,Indirect Answer,
"I'm trying to enter expenses for my recent business trip into Concur. I traveled from New York to Tampa for a conference from November 8 to 10, then from Tampa to New Orleans from November 10 to 15, and finally from New Orleans back home to St. Louis on November 15. However, when I enter my expenses in the travel allowances section of Concur, it alerts me about overlapping travel dates, preventing me from entering my expenses. How can I fix this?",in-scope,,Provided sample itinerary. If you are still experiencing problems please reopen the incident.,Solved Offline,
Can you help me understand why my expense report was returned for additional information regarding the receipts for airfare and ground transportation?,capability limitation,,Please resubmit once all changes are made to the report per AP's instructions.,Solved Offline,
Can someone help me with the expense for uni amb2457?,capability limitation,,Report pending submission,Valid,
What can I do about my expense report CNR0094994?,in-scope,,"CNR0094994
Regular employee can submit own reimbursement request",Valid,
"Hi, we are trying to submit an expense report for Vivian Do (vd2349), but the system won't allow her to submit it. We need to return funds to the university, and I provided her with the deposit information to upload. We followed the attached instructions, but it won't route to me for review. How can we troubleshoot this?",in-scope,,"
To attache request to a report:
on the expense page under Report Details :
Select Manae cash advances
On the next page check the bos next to the available cash advance and click on ADD",Valid,
Is it true that loss damage waiver and liability insurance must be purchased when renting from other car rental suppliers?,in-scope,,"""Loss Damage Waiver and Liability insurance must be purchased when renting from other car rental suppliers.""

https://travel-expense.finance.columbia.edu/content/car-rentals",Valid,
"When itemizing the hotel, should I put the meals in the personal/non-reimbursable expense type and provide a check payable to Columbia University to my department?",in-scope,,When itemizing the hotel put the meals in the personal/non-reimburseable expense type and give a check payable to Columbia University to your department.,Valid,
I need assistance with the Concur report for as5559.,in-scope,,please see response.,Indirect Answer,
Can you help me with the SBO approval for the Expense Report for UNI: vag2138? It includes the code 226132.,in-scope,,SBO approval required due to meal over dinner threshold (even though it was a meal involving external parties).,Valid,
I have an urgent issue with the Concur report ab4882.,in-scope,,please see email response and resolve the alerts in the report.,Solved Offline,
"I'm an adjunct, and I need to know if I have access to CONCUR to submit reimbursement for a lecture I gave at NIH in October, or if it has to be processed through a check request. Thank you.",in-scope,,"All expense reimbursements are processed through concur as long as the vendor has an outside party classification. You should select the CU Non-profiled payee report type and the vendor type should be outside party.
You can use what ever valid e-mail account the user has  to send invitations through PW",Valid,
"I received a notification in SAP Concur about a payment, but I don't recognize this report or expense. Can you please advise? The report date is 11/03/2023 and the amount approved is 772.95 USD.",in-scope,,Disregard notification if it is not your expense,Valid,
I can't find the vendor associated with code number 0000258789 on Concur. Can you help me with this?,in-scope,,Wire payment must be submitted through ARC,Valid,
"In Concur, it still shows that I have an unused ticket and upcoming trips that need to be expensed, but I've confirmed with World Travel that the credit has been used. All necessary expense reports have been cleared. What do I need to do to resolve this issue? Thank you for your help.",in-scope,,Removing unused trips from concur travel library,Solved Offline,
"I am approved for the Initial Reviewer role in Concur, but I'm not showing up as an option to choose when submitting an Expense Report. Can someone assist me with this?",in-scope,,Job aid attached,Valid,
I have a question about the ISOS form. Could you please reach out to Global Travel for guidance? Their contact page is https://globaltravel.columbia.edu/content/contact-us.,capability limitation,,Please reach out to Global Travel: https://globaltravel.columbia.edu/content/contact-us,Redirection,
I attended training from 7/30 to 8/4 and paid $684.11 for my lodging. The financial approver has approved this amount. When can I expect the payment to be released?,in-scope,,"Payment was issued via ACH on 9/20/23 for $684.11, see attached payment details.
",Valid,
I noticed that the Concur corporate card approver field does not have interim DA Moshe Kelsen as an option. Can you please advise on how to resolve this issue?,in-scope,,"Moshe is set to approve expenses below 500.
Kin",Valid,
I'm looking for guidance on how to handle the hotel itemization and segregation in Concur. Can you help me with that?,in-scope,,"Hi Julie, 
Please see page 7 of the attached job aid: https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Itemizing_Lodging.pdf
Thanks. ",Valid,
"I had a $2,000 cash advance for Joerg Schaefer, and we satisfied that with a travel report in Concur. I was advised by our travel department to send a service now request to you. Thank you!",in-scope,,"Hi Arlene,
Request 4KT7 (Travel Advance Puerto Real Spain - $2000) has been closed.
Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Solved Offline,
I see that dg2573 and others are mistakenly selecting Marcella as their Initial Reviewer. What should we do about this?,asking for individual status,,"Sent list of departments Marcella is an Initial Reviewer for to discuss with her department if this is correct.

",Solved Offline,
"I spoke with HR about my inactive UNI (zd2306), and they said they updated my profile. However, I'm still getting the same error message when trying to log in to Concur. Can you check if there's anything else HR needs to update for me? Thank you!",in-scope,,"Hi Dr. Duan,
Please note that in our PAC (HR) system you are still showing as inactive. Note per our discussion yesterday, NYP employees are affiliates of Columbia and are processed through a different HR system that I do not have access to. I suspect this may be why I still show your profile as inactive. I will cc your HR rep Susan Ceballo to clarify.

Hi Susan,
Dr. Duan is unable to access Concur. When I check Columbia's PAC system her profile comes up as inactive. Do you use Columbia's PAC System for your HR? I noticed you mentioned a DIA system, which I am not familiar with. Please advise Dr. Duan when she can expect for her Concur access to be reinstated. Also, does NYP have it's own finance service center? Who do your employees contact when they need assistance with Concur.
Thanks in advance.",Solved Offline,
I have a question about the receipts in Concur. Can you provide clarity on this?,in-scope,,The approver will ask person submitting to provide detailed receipt for transposition transactions.,Valid,
I'm dealing with a missing receipt issue in Concur. How should I proceed?,in-scope,,Adding missing receipt declaration for an expense,Valid,
"I noticed that Matthew Colunga's Concur reconciliation is routing directly to AP instead of to his supervisor. Request # ZLE13A was returned with a note asking him to add an approval workflow, but he can’t select anyone. Can you help with this?",in-scope,,Workflow only requires financial approval,Valid,
I'm trying to understand the policy for extending travel beyond the minimum days required for personal reasons. What documentation do I need to provide for reimbursement?,in-scope,,https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Creating_Expense_Reports.pdf,Valid,
Could you assist me with the process for adding a vendor in Concur? I'm not sure how to go about this.,in-scope,,"Was unable to process reimbursement, couldn't find vendor with code or text.  Used either and was able to find the vendor.",Indirect Answer,
"Can I be listed as a Delegate to reconcile the outstanding Travel Card expenses for Sylvia Gindick, who is currently on leave? I am the Associate Director for Finance and Administration and approve most P-Card and Travel Card expenses. I would prefer to handle this matter now, as Sylvia will be out for about 2-3 weeks and intends to add me as a Delegate upon her return.",in-scope,,has been added as delegate,Solved Offline,
How do I add attendees in Concur?,asking for individual status,,Needed to add attendees for group of larger than 10,Repeating the Question,
Can you please verify the status of 10245614 Anirbaan Banerjee ab4882 that is waiting to be activated in Concur?,in-scope,,DAF has opted-in ab4882  to Concur.,Valid,
"I need assistance in cancelling a Concur reimbursement request because the payee information is incorrect in report #8BMZOQ for $452.80. It should be Jorge Guzman instead of Jinkyong Choi, and it's currently approved by Vincent O'Grady as of 11/15/2023.",in-scope,,Per Sherene the incident is no longer needed.,Indirect Answer,
"Could you please review Report id 911270D2D974435DA201? I was reimbursed for $544.98 by the other party I shared the hotel room with, but the hotel receipt shows $1,089.96 for 3 nights. I only need reimbursement from CU for the $544.98.",in-scope,,"Hi Claudia,
Your total bill was for $1089.96. you can only itemized the amount of the bill. The itemization amount must equal to the total. 
Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Valid,
What does it mean to have a Concur exception?,in-scope,,Vendor will need to provide the department with justification for any exceptions,Valid,
What can you tell me about Report Key: 225867?,in-scope,,"please add attendee to the expense report.
Kin",Valid,
"Why is the inserted approver, rtm2011, unable to approve Report Key: 218707?",capability limitation,,"Ana, I didn't hear back from you regarding this.I'm now closing  the ticket",Solved Offline,
What is the status of Report Key: 216166?,capability limitation,,"Report Key :216166
Pendin financial approval",Valid,
"I created an expense report on behalf of my coworker in my Concur profile instead of as a delegate. Is there a way to move the existing report to the delegate profile, or do I need to start the report from scratch in the correct profile?",in-scope,,Reports in different concur profile can't be shared.,Valid,
"I'm working on a reimbursement for personal vehicle business mileage for a trip, but I'm having an issue entering a waypoint. The address I'm trying to enter is 1945 3rd Ave, New York, NY 10029, but Concur changes it to 1945 3rd Ave, Bronx, NY 10454, USA. Can I manually enter this somewhere and use MapQuest to show the mileage?",in-scope,,"thank you for your response.
",Indirect Answer,
I've noticed that Concur travel options are offering options that exceed policy thresholds. Could someone clarify this for me?,in-scope,,"Concur Travel provides a platform offering a range of options to meet travel needs.  Sometimes these options exceed the University's policy thresholds. It is the traveler's responsibility to comply with the University's policy. Occasionally, to meet the traveler's needs, whether due to medical reasons or time constraints, the available options may extend beyond the University's policy thresholds. In such cases, the traveler is accountable for reviewing and determining whether an exception applies and should be requesting an exception prior to booking.",Valid,
"I'm a student at Columbia and also work as a research assistant. I need to submit a reimbursement through Concur, but I'm having trouble logging in. When I try to access it via SSO, I get an error saying something went wrong. I've never used Concur before, and I was told I should have a profile. Could someone help me with this or direct me to someone who can? Thank you.",in-scope,,Let student know they will need to request special access from department's DAF to gain Concur access.,Valid,
I have a general inquiry about Concur. Can someone provide me with more details?,in-scope,,When processing reimbursement for student and or outside party report type to use is CU Non-Profiled Payee,Valid,
Can I book an international hotel through Concur?,in-scope,,Dorected to WTI,Redirection,
"I can't access Concur. It seems that CNR's under both universities, zd2306 and zd2293, are showing as inactive. I was directed to contact my department's HR representative in NYP. Can you help?",asking for individual status,,Unable to access concur. CNR's under both unis zd2306 and zd2293 show as inactive. Directed caller to her department HR rep in NYP,Redirection,
"I need to merge a supplier ID from PaymentWorks with an RITM number from a security application for temporary access to Concur. I was told there should be a spot on the Excel sheet for this, but the form I have from previous requests doesn't include it. Should I just add it in the comments of the incident or is there another form I should use? Thank you.",in-scope,,Temp already has vendor profile. Jessica included it in the email with the Excel file.,Solved Offline,
"I have a transaction from March 2023 that I did not make, and I've already reported it. I thought it was resolved, but now I've received another notification saying the issue is still open. Could I receive assistance with this? The original ticket number is INC2348784. Thank you.",capability limitation,,moved the charge to my account.,Solved Offline,
"My name is Stacey Bellamy, and I'm the delegate for Skyller Walkes. We have a report that was returned for Skyller to identify Alejandro Vazquez as the initial reviewer. There's an error when she tries to select him. Even though the approval flow indicates that Alejandro is the initial reviewer, the report isn't appearing in his queue for approval. We would appreciate any assistance in resolving this. You can reach me at sbellamy@climate.columbia.edu or 347-325-0725. Thank you.",in-scope,,"If Skyller needs to select Alejandro as the Initial Reviewer, she needs to change the Admin Dept (and possibly the School, Division, and Sub-Division as they are linked) on the report header to one of the departments that Alejandro is an Initial Reviewer for. 
If you have any further questions please reopen the incident.",Valid,
This is a payment inquiry regarding UNI BPK2114. Can anyone provide assistance?,asking for individual status,,See attached screen shot for payment information.,Valid,
"I'm Mary Boyce, a former Provost, and I'm inquiring about my TBER as I have not been reimbursed yet. I also need to know who the approver is. Please advise.",asking for individual status,,Provided pending approvers for reports.,Valid,
"I'm wondering about the itemization process in Concur. If I say yes to the spouse present question, do I just have to complete the itemizations tab on the expense, or do expenses need to be removed?",in-scope,,"Concur will make you itemize if you say yes to the spouse present question. This just means that you have to complete the itemizations tab on the expense, not that expenses have to be removed. ",Valid,
"What is the status of report key 218508? It was entered as a non-profiled payee expense report and paid to vendor KATHARINE A HUFFMAN, but it seems it should have been paid to Shaina. What steps should be taken since the check was cashed?",asking for individual status,,"Report Key :218508 was entered as a non-profiled payee expense report and paid to vendor (0000184888) KATHARINE A HUFFMAN. Per Shaina this should have been paid to herself and not Katharine. 
Katharine would need to return the funds to Columbia and this would need to be re-entered as a new expense report payable to Shaina.
Check No. 1002206486 was cashed.",Valid,
"I have a question regarding Dr. Kevin Clerkin's expense report. He submitted abstracts to a meeting that appeared as 7 charges of $25 each on his credit card statement, accompanied by 7 receipts. Does he have to list these as 7 separate expenses or can he combine them into one expense of $175? Please advise.",in-scope,,Charges with different transaction dates must be entered individually.,Valid,
"I'm trying to add jms2250 and cb3199 as expense delegates in Concur, but their information doesn't come up when I search for them. How can I resolve this issue?",in-scope,,"We have not heard back from you regarding the additional information we need to assist you with your Service Now Incident. Because several days have passed since we requested additional information, the Service Center has marked the incident as resolved. If you do not feel this issue was resolved, please re-open this incident and provide the required information.",Solved Offline,
I would like to know the status of Concur report QVD4Q9. Can anyone provide an update?,asking for individual status,,Department will resubmit report with additional communication .,Solved Offline,
I've been asked for an additional document by the department; how do I upload this document in Concur?,in-scope,,Upload document together with the hotel expenses item and no need to create a new itemization just to upload a document.,Valid,
"I can't approve a meal expense in Concur because SBO is missing from the dropbox menu, even though the meal expense slightly exceeds $75 per person and it was charged to the VP&S Dean's Office chartstring. What should I do?",in-scope,,"If the admin department should be the same as chartstring department the report needs to be returned/recalled and the payee or their delegate needs to change the following in the header:

School: P&S (750000X) 

Division: P&S Administration (75AD00X) 

Sub-Division: P&S Dean (750200X) 

Admin Department: P&S Dean's Office (7502102) 

If these changes are made you should be able to select ro133 as SBO.",Valid,
"I have a New Travel Card, but the available funds are only $5. What does this mean?",asking for individual status,,Please see below email that was sent to you to increase the MCL (monthly credit limit). I just forwarded you the email again. Thank you.,Solved Offline,
How can I reimburse a student who has an inactive Concur ID?,in-scope,,"Students Concur profiles are inactivated 45 days after their last enrolled semester. If they are not currently enrolled, please send them a PaymentWorks invite to create a new vendor ID  in order to submit the reimbursement. ",Valid,
"I'm a student at Columbia and I also work as a research assistant. I'm trying to log in to Concur to submit a reimbursement request, but I keep getting an error that says: 'Sorry, something went wrong.' I've never used Concur before, but I was told I should have a profile. Can someone help me with this or direct me to the right person?",in-scope,,"Student Employees and Student Non-Employees by default have not been given access to Travel or Expense, but can be opted-in by a School / department DAF (Student Employees) or Accounts Payable (Student Non-Employees).

https://travel-expense.finance.columbia.edu/content/getting-started",Valid,
"Does the temp employee need a vendor ID in order to be invited to PaymentWorks? If the temp needs access to Concur for entering reimbursements, do they also need the FSSA and a spreadsheet? Once the vendor ID is ready, how do I request to link it to their Concur profile?",in-scope,,"Temp will need a vendor ID so will need to be invited to PaymentWorks.
If the temp will need access to Concur to enter their own reimbursements they will need the FSSA + spreadsheet. Once the vendor ID is created submit an incident asking to link their vendor ID to their Concur profile.",Valid,
Can you provide details about Voucher # 06049788 and Report key 209110-C?,asking for individual status,,Document attached,Valid,
Why is Concur requesting an SBO approval?,in-scope,,"I'm not 100% sure why, but it might be due to the elapsed 120 days, but note that when inc2467554 was submitted, it did not surpass the 120-day rule. Another possibility is that Catherine processed reimbursement for another guest's hotel on the same night, leading the system to assume she exceeded the domestic hotel threshold because it  consolidates all transactions under her profile. If this is the case, please insert a comment in the justification box clarifying that the payee did not exceed the threshold and that multiple hotel reimbursements were processed for the same night. for different payees If the SBO name is not appearing in the field, you can include an asterisk (*) and the names should appear. Thank you.",Valid,
"How do I handle a personal expense charged to my corporate card in Concur? I understand that it should be entered under Personal/Non-Reimbursable Expense Type with a comment, but can you confirm the process for reimbursing the university as well?",in-scope,,"When reconciling the expense in Concur put it in the Personal/Non-Reimburseable Expense Type and enter a comment. 
""If personal expenses are charged on the T&E Corporate card or the Air/Rail Central Pay (BTA) either intentionally or inadvertently, the card holder has 20 days from the trip end date for travel expenses or 20 days from the transaction date for business expenses to reimburse the University via a personal check crediting natural account #66425."" This means that when the check reimbursing Columbia is processed in the Cash Module it should be entered with the same chartstring as the expense in Concur and using natural account 66425.",Valid,
I'm inquiring about what expense type should be used for hostels. Can you clarify this?,in-scope,,To user  Hotels.,Valid,
I have a question regarding the Corporate Card in Concur. Can you provide more details?,in-scope,,Will wait for full charges to reconcile expenses for catered event.,Indirect Answer,
"For the TC student reimbursement with UNI AGM2198, do I need to create an Outside Party profile in order to submit an NPP in Concur?",in-scope,,"Invite student in PW to create an Outside Party profile in ARC.  Once profile is created, you may submit reimbursement in Concur as Non-Profiled Payee.",Valid,
"I removed the proof of payment document, filled out the missing receipt affidavit, and reattached the proof of payment through Manage Receipts>Manage Attachments. Is there anything else I should do?",in-scope,,"Removed proof of payment document, did the missing receipt affidavit, reattached the proof of payment through Manage Receipts>Manage Attachments.",Repeating the Question,
"For lodging expenses in Concur, I'm planning to use 'other' as the vendor name and provide details in the comments or justification. Is this acceptable?",in-scope,,"Hotel not available in the options, will select other and type hotel name under comment/justification. ",Valid,
What is the status of my expense report in Concur with reference number 4LPX?,asking for individual status,,"4LPX is not an expense report, it's a request. Please have the user attached to an expense report and reconcile. ",Valid,
I would like to ensure that the default expense and request approvers in Concur are updated correctly following some staff changes in our department. Here is the updated list of approvers for our staff members.,in-scope,,Provided information on staff's assigned supervisor,Valid,
"I'm processing a travel reimbursement for our EVP for her trip to the UK, but I'm encountering an error when trying to update the exchange rate for GBP in Concur. The rate in Concur is much lower than what was charged by her credit card company, resulting in her losing $100. How can I fix this error?",in-scope,,Will submit request with dollar amount charged as it is greater than the exchange rate Concur gives.,Valid,
Could you provide guidance on how to submit an expense report for reimbursements for students or outside parties without a profile?,in-scope,,"Students/outside parties aren't given access to Concur to enter their own expenses. Their expense reports would be initiated under your profile in concur, but the report type would be Non-Profiled Payee instead of travel or business. Job aid found here: Creating an Expense report on behalf of a Guest or Student found on pg. 3: https://travel-expense.finance.columbia.edu/sites/default/files/content/Finance%20Training/Job%20Aids/Job_Aid_Concur_Creating_Expense_Reports.pdf

***Note: After you select Non-profiled payee as the report type, further down on the page two fields for vendor type and vendor ID will appear. If you find that nothing populates when entering the vendor ID in the vendor name field, you should change filter for that field to ""either"" by clicking on the down arrow next to the funnel icon. Then enter CNR or vendor ID, it should then populate if the vendor ID is active. If it does not please go back to the vendor type and make sure that the correct type was selected. Continue to fill out the rest of the report and submit. ",Valid,
How do I handle an extended travel date in my expense report?,in-scope,,User is directed to provide a comparison flight document,Valid,
"I’m a PhD student experiencing access issues with Concur. I should have access but I’m getting login errors. I can reset my password, but it leads me to a test instance where my submissions aren’t processing. Can you help me get access to the correct Concur account?",in-scope,,"UNI alm2314 inactive status in Concur.
Student Employees and Student Non-Employees by default have not been given access to Travel or Expense, but can be opted-in by a School / department DAF (Student Employees) or Accounts Payable (Student Non-Employees). Please contact your DAF to get access.",Valid,
I'm still facing issues with the red alerts on reimbursement for Prof Gautam. I've entered justifications and re-uploaded receipts but the alerts remain. Can someone assist me?,in-scope,,"I have not heard back from you with requested information. I will close this incident but if you are still having an issue, please re-open. and provide information.

Thanks.
",Solved Offline,
I need assistance with completing a travel expense submission in Concur. Can someone please help me?,in-scope,,Assistance provided.,Repeating the Question,
How should I allocate hotel costs that are over the threshold to the segregated expense type or the appropriate chartstring?,in-scope,,"First moved the amount over threshold to the Hotel - Segregated expense type, then allocated the segregated amount to the non-spons chartstring.",Valid,
I would like to request removal as an approver for Dr. Ives A. Valenzuela. Thank you.,in-scope,,"Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127
",Indirect Answer,
"I have a discrepancy in my Concur reconciliation. I should have 3 charges totaling $686.16 from Comfort Inn Suites in Salt Lake City that were billed to my BOA card, but there are 5 Comfort Inn charges showing in Concur—4 for $686.16 and one for $692.63. Can you help me understand why the extra $686.16 and $692.63 are showing up in my profile for reconciliation?",in-scope,,"receipts and transactions needed to be combined.
",Valid,
I need information about the wire payment for Vendor 0000258787.,in-scope,,Vendor's payment information is via Wire. Department will need to submit the reimbursement in ARC,Valid,
How should I handle the situation where my spouse is present but we are not reimbursing for their expenses? I have to itemize expenses and need guidance on how to enter a comment for this.,in-scope,,"Say yes and enter a comment explaining that we are not reimbursing for spouse. Have to itemize.
",Valid,
"I have a student worker, Emily Padilla Chicas, who is traveling for us and I can't get her DFA to respond. What can we do to get her Concur access so her expenses can be reimbursed?",in-scope,,Job aid attached,Valid,
Could someone please address the yellow alerts that have been showing up?,in-scope,,Yellow alerts in concur are warning signs and do not stop the approval process,Valid,
I need to get Concur access for CNR0016951.,asking for individual status,,Profile has access to Concur to process reimbursements. Department will inform her.,Valid,
How can I remove a user as a delegate in Concur?,in-scope,,User must remove delegates in their Concur profile.,Valid,
What is the status of the payment for 205532-R?,asking for individual status,,"This was paid out on 10/2 via ach 2001194865. Please provide the information to the payee and have him reach out to his bank  to confirm. If they don't have the funds, please submit a ticket and AP will run a trace. ",Valid,
"Good morning, I no longer receive email notifications from Concur. Can you check my settings and tell me what I need to update? Thank you. Anna.",in-scope,,"Hi Anna,
Please give the email address verification another try. let me know if it still doesn't work. 
Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127

",Valid,
"Good Morning, I need guidance on how to reconcile transactions for a former employee (Shirley Bejarano) currently on the Concur Company Card. Please let me know if you need any additional information. Thank you, Tamara.",in-scope,,Delegate has been added.,Indirect Answer,
"I'm trying to log into Concur to submit my conference submission expense for reimbursement, but I'm getting this error message: 6e9d8af0f24e7da3886d9d94a8bb4ebe. Can you help me troubleshoot this issue?",in-scope,,Student will need to request access to concur with the department.,Valid,
"Can you tell me anything about the ""unsubmitted expense report"" I have outstanding? I can't seem to locate it. Thank you.",in-scope,,"The report was returned to you by the Initial Reviewer for reason ""Report Comment | Salowa Jessica: Sorry, I can only approve CGEP related expenses. Please forward to an approver in your department."" You will need to know who the appropriate Initial Reviewer is and resubmit the report for approval.",Valid,
"Hello, I would like to be added to the Concur workflow for members of my lab in the biology department. This way, when they submit reports, they can select me as the initial reviewer before it goes to the financial reviewer. Thank you.",in-scope,,Provided status of application.,Indirect Answer,
I need assistance regarding Concur access for adjunct faculty.,in-scope,,"Hi Sharon,
Please submit FSSA and renew these professor's Concur access.

Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Valid,
"I'm experiencing a problem accessing an in-process expense report in Concur. Sometimes, when I click on it, I receive an error stating, ""If the problem persists, please contact your company administrator or help desk."" Other times, I can access the report, and it shows the correct total amount ($1,724.58), but no expense lines appear. The report number is 1Z6S2P associated with UNI mdk2126, and its report name is AAMC Report.",asking for individual status,,"Hi Michael,
Concur support had moved the $60 charge into another report. they instruct to add receipt to the charge and then move it back into the original report. 
Thank you for your patience.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Valid,
I can't log into Concur.,in-scope,,No access to Concur because not active in PAC. Speak to your local HR department about your PAC status.,Valid,
The SBO approver is not showing up in Concur. What should I do?,in-scope,,"When any of the approvers are not populating in the field, you can type in a asterisk (*) in the filed and all available approvers should appear. You can pick from that list. 
If Ralph is coming up, I would reach out to the Dean's office and let them know. They may have to go in and change a setting or maybe they have change their approval workflow. ",Valid,
"I need to segregate my business airfare costs. The total ticket price is $5270.85 (business class). The funder contributed $2072.86, and I am requesting reimbursement of $3197.99. How do I itemize this, and what goes in which box? Do I need to add the cost comparison of the economy ticket? This is for Simon Mason sjm2103.",in-scope,,report has been submitted,Indirect Answer,
"I received an email from Concur stating that I have 1 outstanding travel request. I logged into https://travel-expense.finance.columbia.edu/ to create an expense report, but I cannot find the trip that was reconciled this summer. Could you advise me on what steps to take? Thank you!",in-scope,,"Thank you Jacqueline for confirming the Reconciliation. Your Cash Advance has been closed.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",Indirect Answer,
"AL4268 currently shows wm2432 as her supervisor in the Concur tab of the supplier review module, but wm2432 is no longer with the university as of 11/8/2023. How can I correct this?",asking for individual status,,"please see screenshot.
",Indirect Answer,
