question,out-of-scope,question_note,human_answer,invalid_human_answer,answer_note
I need assistance with my missing receipt declaration. Can someone help me?,in scope,,Missing receipt declaration can not be submitted by a delegate. The Payee has to submit it,,
I noticed that the posted expense for uni sm4680 is a duplicate. What should I do about this?,in scope,,issue must be corrected by reaching back out to the vendor.,,
"What is the limit for a cash advance? The department needs to rent two cars and arrange hotel payment for 2 people for about 2 months, and the total expense might exceed $25k.",asking for individual status/ capability limitation,,Directed to sa4291@columbia.edu,,
"I am trying to create a CONCUR student reimbursement for Dana Bezuidenhout. ARC has two supplier numbers, but the address is not visible. She emailed that her address is 110 W 121 Street, #1, New York, NY 10027. What supplier number should I use?",asking for individual status/ capability limitation,,Document showing  vendor's address attached,,
"I cancelled travel a week in advance for several people, but I can't reconcile the expense because the cancelled receipts (-500.00) haven't come into Concur. The travel was for LORRAINE BOISSONEAULT and Alice Driver. Thank you for your guidance.",in scope,,"Luz,
Expenses need to be reconciled once posted as available expenses under your concur page. If the debits are posted you can go ahead and reconcile and once the credits post you do the same
Thanks",,
I am unable to select initial reviewers in report UNI EB3056. Can someone help me resolve this?,asking for individual status/ capability limitation,,See attached list of Initial Reviewers.,,
I understand that employees will have access to Concur and their CNR vendor profiles will remain active for 45 days after their PAC termination date. Is that correct?,in scope,,Employees will have access to Concur and their CNR vendor profiles will remain active for 45 days after their PAC termination date.,,
I need to change the payment method for CNR0113854.,asking for individual status/ capability limitation,,Have student change payment information in SSOL and that will be reflected in ARC within 48 hrs.,,
"I've created a Payroll Expense Report, but it gives me an error and won't let me submit it. Can you help me, please? Thank you.",asking for individual status/ capability limitation,,Assisted user make corrections on expense report and submit,,
"Hello, I'm attempting to complete report RHYODS for $2,856.93. This report will be the reconciliation for request ID # 4Q9Q in the same amount.",asking for individual status/ capability limitation,,Job aid attached,,
I'm seeking reimbursement for the university related to yh3086 and CNR0094240.,asking for individual status/ capability limitation,,CNR0094240  is an employee with access to concur,,
"Good afternoon, I am a delegate for Michael Murray. He was submitting an expense report and received an error message about Company Payments. I've reviewed the report and did not see any issues. Can you advise on this?",asking for individual status/ capability limitation,,"Karina,

There is no error on the report it is just an alert/reminder. He can submit the report

Thanks",,
"If a payee paid cash for a meal and has no proof of payment but presents the itemized bill, would a missing receipt affidavit with Financial Approval be the way to document this expense? Thank you, Juliana.",in scope,,"A receipt is not required for expenses of up to $50.00
If the expense is for more than $50.00  and no receipt provided ,then a missing receipt affidavit has to be completed
",,
"What is the status of the report COMSEP 2024 for $1,459.20?",asking for individual status/ capability limitation,,"Report pending FA approval - PED Admin Education (COLUM-7540206)
Leonor Romero",,
I'm trying to book a flight but I'm only seeing options for paid preference seats. Who can I contact for technical issues with the Concur booking tool?,asking for individual status/ capability limitation,,Provided phone number for Concur booking tool technical issues: 1-800-221-4730,,
Could you provide me with the WTI contact information?,in scope,,https://travel-expense.finance.columbia.edu/content/world-travel-inc,,
I can't log in to Concur on my new mobile phone.,asking for individual status/ capability limitation,,Please use ld2514@columbia.edu as your login ID,,
I am a student and I do not have default access to login to Concur. Can you help me understand the options I have for booking travel and getting reimbursed for expenses? My department mentioned something about a Travel Arranger or opting me into Concur for access. What should I do next?,in scope,,"As a student, you do not have default access to login to Concur. There are different options for you to book travel and to be reimbursed for expenses.

With regard to booking travel, there are two options if your department wants the travel booked through Concur:
1. If your department has a Travel Arranger the Travel Arranger can book the travel on your behalf or
2. Your department can request to have you ""opted in"" to Concur so that you can login to Concur and book the travel yourself

With regard to being reimbursed for out-of-pocket expenses there are also two options:
1. Your department can enter the expense report on your behalf using a ""non-profiled payee"" report type or
2. Your department can request to have you ""opted in"" to Concur so that you can login to Concur and enter the expense report yourself. 

Please follow up with your department to see what they want to do. If they want to opt you in to Concur they would need to get in touch with the DAF for A&S (Joshua Sakolsky).

Best,
Kate
",,
"I submitted my reimbursement request on May 2, 2024, but I haven't received it yet, while many of my co-workers have. Can you provide me with an update on the processing status?",asking for individual status/ capability limitation,,"Basilio,

Expense report is pending approval by Jason Lacks (initial reviewer) Please reach out to him

Thanks",,
"The UNI RD10 report named AACR Ann Mtg San Diego Apr 2024 was returned to me, and I need to resubmit it in Concur. Can you guide me on how to do that?",asking for individual status/ capability limitation,,Please have report owner to submit his report.,,
I have a question about checked baggage for a guest after a ticket was purchased through Concur. Can you assist me with this?,in scope,,Expense related to a Columbia approved trip can be reimbursed to the payee with proper documentation,,
Despina Kontos cannot submit her travel reimbursement because she is getting an alert saying it cannot be reimbursed before the trip. The trip is from February 2024. We have checked the hotel dates and everything seems correct. Could you please advise on how to resolve this?,asking for individual status/ capability limitation,,"Hi Kalpna,
The original alert has been cleared. please have Despina give it another try.
Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127",,
I have two receipts for breakfast that I bought separately. How should I handle this reimbursement?,in scope,,Itemize as one total and put in Comments that food was bought separately from 2 places.,,
What is the GSA per diem rate? Can you provide me with the current details?,in scope,,"International per diem rats are available at the GSA link   below:

https://aoprals.state.gov/content.asp?content_id=184&menu_id=78
",,
"I recently got Concur access and filled out a report for Jeannette Wing. However, the approval requests are being routed to my personal Concur instead of Jeannette. Can this be changed so that she receives the approval emails?",asking for individual status/ capability limitation,,"Nicole,

As a delegate you wouldn't be able to submit the expense report. Expense reports can only be submitted by the payee, a delegate's role is only to prepare the expense report and submit to the payee, The payee will have to review and submit to the workflow by selecting initial reviewer. Once submitted the payee will not be able to see the report unless it is kicked back by the approver. After initial reviewer the report will route directly to the Financial approver in the department

Thanks",,
"I can't access GT004981 in Concur. I have access to department 5260301 and 5260303, but not 5260302. Xiaoming Haugh also can't access this. Can you help us?",asking for individual status/ capability limitation,,"Xiu Yun,

GT004981 doesn't have a budget for FYY24 . Concur only carries projects with valid fiscal year budget. Please work with your Departments Administrator or Budget Officer

Thanks",,
"I am trying to submit a travel reimbursement for graduate student Diana Marcela Rodriguez, but her name is not appearing in Concur. Can you please help me with this?",asking for individual status/ capability limitation,,"Hello,
Your requested information was provided to you in this incident and we have not heard back from you for several days now and the Service Center has marked the incident as resolved. If you do not feel this issue was resolved, please re-open this incident for further assistance.

Thank you.
",,
I'm seeking help with the expense report process for a faculty recruit business meal.,in scope,,"Per the policy found here: 
https://universitypolicies.columbia.edu/content/travel-expense-policy
The University will pay for approved, necessary and reasonable business meal expenditures that are hosted by and paid for by a CU employee and include guests, business colleagues, donors, trustees, and prospective employees which results in a business benefit to the University. Examples are limited to fundraising, employee recruitment, trustee meetings, and recognition of a speaker. These may occur either locally or during out of town travel.
 

Senior Business Officer approval is required when business meal expenses exceed the individual pre-tip, pre-tax meal threshold of $150 per person and the amount over the threshold must be segregated.  

Please Note: Tips in excess of 20 percent will not be reimbursed.",,
"Hi, Concur team, could you please advise me on the correct tips reimbursement for the attached transactions? Thank you so much.",in scope,,Tip has to be determined by the payee and shouldn't exceed 20%,,
"I have a charge to change a ticket, and it should reflect the dates of the new trip. Can you assist me with this?",in scope,,Should reflect the dates of the new trip.,,
I need help setting up direct billing.,asking for individual status/ capability limitation,,"Cynthia,

Look under # 6 for direct billing set up

https://travel-expense.finance.columbia.edu/content/travel-how-tos

Thanks",,
"I'm trying to request a cash advance for uni cs2660, but it's showing a red alert. My request ID is 4R76.",asking for individual status/ capability limitation,,Request ID: 4R76  submitted for approval,,
"I'm a part-time lecturer during the fall semester, and I cannot log in because it says my account is inactive. I had approved travel for the SPS graduation ceremonies on May 10, and I'm trying to enter my expenses for reimbursement.",asking for individual status/ capability limitation,,"Louis ,
Your employment ended on 1/1/24 and that's why your access is inactive. The SPS Finance office should process your reimbursement , so please reach out to the Departments Administrator in the Finance Office
Thanks",,
"I need assistance with a report key 267014. The expense was charged to SEAS by a payee in Arts & Sciences, but William Yandolino is not coming up as the SBO.",asking for individual status/ capability limitation,,Please see email response.,,
I noticed that kc3452 received $6307.65 that was not meant for her. What should I do about this?,asking for individual status/ capability limitation,,"Iqra called to follow up on kc3452 reimbursing Columbia. Advised it would be best if she wrote seven checks, one for each expense report, so that the amounts match up and the checks can be deposited to the correct chartstrings.",,
Can you provide details about the group meal attendees?,asking for individual status/ capability limitation,,Assisted with creating attendees for group meal,,
"Savion (UNI: sw3707, Empl ID: 10270805) is an active employee in PAC, but his Concur status is inactive. He is unable to log in. Can you tell me why his Concur status is inactive? He has been an employee since May 2022.",asking for individual status/ capability limitation,,"Hi Savion,
Please reach out to Choolfaian,Michael (mc385) for employee opt-in.
Thank you.

Kin Chiang
Columbia University in the City of New York
Concur Expense Administrator
615 W. 131st, 3rd floor
New York, NY 10027
Phone: 212-851-7127
",,
Should I break out the receipts as separate expense line items for the Non-Profiled Payee Expense Report?,in scope,,Should break out the receipts as separate expense line items.,,
How do I add a comment to the hotel lodging expense line in Concur?,in scope,,Concur: Adding comment to hotel lodging expense line,,
"Can I include multiple flights in one expense report, and does all the header information need to apply to all the airfare included, like domestic, international, and personal travel?",in scope,,"Can include multiple flights in each expense report but all the information in the header of the report would need to apply to all the airfare included in that report (ie domestic, international, flights involving personal travel, etc.).",,
"For Concur's receipt requirements, the cab receipt shows one date while my bank statement shows another. Which one should I use?",in scope,,"If the receipt is itemized and shows one of the below, then you don't need the bank statement. 
-A zero dollar balance
-Cash tendered
-last four digits of the credit card ",,
"When I segregate alcohol expenses, should I include the tax or just the subtotal price?",in scope,,"You should use the subtotal price when segregating the alcohol. 

",,
"Hello, I'm trying to process a travel reimbursement for a prospective student named Juan Patricio Saenz, but his name is not appearing in Concur. Can you please advise? Thanks!",asking for individual status/ capability limitation,,"The reason this vendor is not coming up in Concur is that his default payment method is Wire. Payments by wire cannot be made through Concur. Instead you would need to enter a voucher in ARC attaching the Wire Request Form as one of the supporting documents.
",,
Nisha will email Raquel Marin to request support staff travel for the department.,asking for individual status/ capability limitation,,Nisha will email Raquel Marin to request this for the support staff in her department.,,
"I'm preparing an international travel report in Concur, but I need to enter the vendor name for the hotel expense. The hotel I stayed at isn't on Concur's list, and I can't enter a name that isn't listed. What should I do?",in scope,,"Option  ""Other"" can be selected when hotel is not found on the list when submitting expense report",,
What can you tell me about supplier ID 0000042424?,asking for individual status/ capability limitation,,Submit reimbursement on a check request. Make sure to uncheck the withholding applicable box on the withholding information page,,
"Hello, my reimbursement check was mailed to an old address and I never received it. The USPS shows it was sent to the address on Mulberry Street. My new address is 1330 1st Ave apt 511, New York, NY 10021. Can you help me track it?",asking for individual status/ capability limitation,,"Victoria,

You need to reach out to the Department Administrator to submit a stop payment/reissue request
Make sure you update your address in PAC before the request to reissue is submitted

I have attached a job aid on how to update your personal information in PAC

Thanks",,
"I need to approve a report for UNI: fl123, but I need to select ps2868 Paul Schuchert as the SBO.",asking for individual status/ capability limitation,,Typed an asterisk into the SBO search box and then able to select the name.,,
"Can I get a query for the following departments: 7015103, 7015104, 7015105, 7015106, 7015107, and 7506102?",asking for individual status/ capability limitation,,"Please find attached the requested queries for Concur roles in your departments.
You should be able to search these. In the query view page, select query name and enter: CU_SEC_CNR_RTE_CNTRL_BY_DEPT",,
"As the Reporting Manager for the Law School, I would like to set up regularly scheduled emails for several reports. I followed the Job Aid, but I don't see an option to edit under Schedule. Is this an access issue, or is this feature not available yet? Thank you!",invalid,,,,
I am trying to book travel through WTI.,asking for individual status/ capability limitation,,"Reach out to WTI
 to  contact a Columbia University designated Travel Counselor at World Travel, Inc. (WTI) at 1-855-961-0313.                         ",,
I have an expense for uni ml653 with Report Key: 276951 & Report Key: 276934.,asking for individual status/ capability limitation,,"Report Key :276951   &  Report Key :276934
Pending submission",,
I need to reissue a check as an ACH.,asking for individual status/ capability limitation,,"Please submit a stop pay reissue. In the comments request that it is resent as an ach.  Instructions below:
Go to Columbia.service-now.com
Select Catalog
Select Finance
Select Accounts Payable Stop Pay Reissue
Fill in the form 
Enter comment 
Submit.",,
"I cannot access Concur. My employee ID is 10224521, and I need to check PAC since CNR0025884 is inactive. Please help when myColumbia is back up.",asking for individual status/ capability limitation,,Not active in PAC. Temp/consultant. Advised to ask Cal Dwyer to submit an FSSA to request Concur temporary access.,,
I need assistance reconciling expenses and understanding the approval hierarchy.,asking for individual status/ capability limitation,,Document attached,,
I need temporary access to something.,asking for individual status/ capability limitation,,FSSA for required access should be submitted through the service catalog,,
Does the new employee mf3149 have an active CNR?,asking for individual status/ capability limitation,,"mf3149 does not have an active CNR. Since he was just hired, please have him contact his HR rep to inquire about the status of his concur access. 
Thanks. ",,
Could you provide guidance on using Concur?,in scope,,provided general guidance for concur expense report.,,
"I'm graduating this week, but I have a trip planned in June. Can I get reimbursed for my airfare, conference fees, and lodging? My CNR profile should stay active for 45 days after the semester ends. Can I split my reimbursement into two expense reports, with airfare and conference fees now and lodging after my trip?",in scope,,"Student CNR profile should stay active for 45 days after the end of the semester. 
Can split the reimbursement into two expense reports (airfare, conference fees now and lodging after the trip end date).",,
What is the difference between ARC and Concur?,in scope,,"Concur is used  only to process reimbursements for individual vendors with a classification of employee, student, student affiliate, or outside party that has a domestic payment method. 
ARC is used to process reimbursements for vendors classified as suppliers  (domestic and foreign), individuals with foreign payment method (wire) and invoices. ",,
Could I get information related to the expense for uni mh4153 with Report Key: 273930?,asking for individual status/ capability limitation,,"Report Key :273930
Pending financial Approval",,
Why is the Vendor ID 0000261842 for Jennifer Allen not populating in Concur?,asking for individual status/ capability limitation,,"This vendor has a classification of supplier. Vendor IDs that have this classification can't be used in Concur, but you can process their reimbursement in ARC via a check/wire request and remove the withholding so they aren't taxed.
Please submit a check request voucher via ARC and remove any applicable withholding. ",,
What is the status of INC2618631?,asking for individual status/ capability limitation,,"Florence ,

Here is the job aid for itemizing hotel room charges that are over the threshold. Please see pg. 5: https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Itemizing_Lodging.pdf
Thanks",,
Why was my hotel expense in Concur over the allowable threshold?,in scope,,Here is the job aid for itemizing hotel room charges that are over the threshold. Please see pg. 5: https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Itemizing_Lodging.pdf,,
Why is Karen Chen's CNR not populating in Concur?,asking for individual status/ capability limitation,,"
CNR0150025 now Populates. 
I will resolve this ticket. ",,
I mistakenly processed an expense report for myself instead of for a CU Non-Profiled Payee. What should I do?,asking for individual status/ capability limitation,,"Write a check to the Trustees of Columbia to be processed for deposit 
Resubmit expense for CU Non-Profiled Payee",,
Has report azo2104 been submitted yet?,asking for individual status/ capability limitation,,This  has not been resubmitted.,,
"Hello, I have a question about a flight that one of our staff members purchased through Concur. He now needs to cancel it, and I want to know if he can cancel the flight directly via the airline's website or if it has to be done through Concur.",asking for individual status/ capability limitation,,"Jackeline,
you need to reach out to
A Columbia University designated Travel Counselor at World Travel, Inc. (WTI) at 1-855-961-0313.
Thanks",,
What is the per diem process?,in scope,,"Job aid for processing per diem
https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Per_Diem.pdf",,
"Hello. I am an Admissions Counselor for the School of Professional Studies and I'm completing an expense report for an international recruitment trip. I need to choose a location under the ""Site"" dropdown field, but I see two selections for our main location at 33 West 60th Street—1103 and 5213. I'm not sure which one I should pick.",asking for individual status/ capability limitation,,"We have not heard back from you regarding any additional questions you may have regarding this Service Now Incident. The Finance Service Center has marked it as resolved. If you do not feel it was resolved, please respond to this incident within 3 days to reopen. Thank you.",,
"I am working on an expense report to reimburse travel for a student who did not have a CNR number despite being fully enrolled. This student just updated their SSOL with the required domestic address for a CNR number to be created. Will this update still produce a CNR number even though the student is graduating in the class of 2024? The student's name is Paula Daniels, and any help in receiving a CNR number for her so I can initiate an earned reimbursement would be extremely appreciated. Thank you!",asking for individual status/ capability limitation,,"The CNR For the Paula Daniels is;
CNR0149877",,
I have a report key (255592) indicating that an expense was paid to the wrong person. What should I do?,asking for individual status/ capability limitation,,Department is advised to have payee return the funds and can be processed for deposit,,
I wanted to double check on the approval flow. We have an MD from our department being reimbursed using funds that belong to a different department. Does our DA need to approve it?,in scope,,"Olga,
When expense is submitted the initial reviewer of your department will review it and the expense will route to the Financial Approver of the department where the chartstring belongs 

Thanks",,
I have a question about economy fare tickets.,in scope,,"Per policy the Lowest Logical Fare (LLF), should be used, so a regular non-refundable fare (which allows changes for a fee), in the main cabin would be considered LLF and may be selected.",,
I've mistakenly charged a personal trip to my corporate card. How should I handle this?,asking for individual status/ capability limitation,,All posted transactions in concur have to be reconciled. User will reimburse Columbia by writing personal check to the Trustees of Columbia,,
"I am creating a report (SHFWMD) on behalf of Eric Verhoogen. He is missing the itemized receipt, but the missing receipt option is not showing up in Concur. Please advise. Thank you!",asking for individual status/ capability limitation,,"Olena,

Missing receipt declaration is submitted by the payee. You as a delegate of somebody else shouldn't be able to complete that. That feature is only available to the payee

Thanks",,
"Wendy, as the delegate for UNI pdk3, I need to ensure the receipt shows the date and proof of payment for the taxi expense. Can you help with that?",in scope,,"For the taxi expense, receipt needs to show the date, proof of payment also is required.",,
Is Concur down right now?,asking for individual status/ capability limitation,,Appropriate boxes for delegate has to be checked,,
I can't book travel in Concur. Can you help me?,asking for individual status/ capability limitation,,"Maya,

Job aid is attached . Your DA can follow instructions on page 4 to opt you in for travel access

Thanks",,
I'm unable to choose cf2571 as the initial reviewer in Concur. Can you assist me with this?,asking for individual status/ capability limitation,,"The reason rw2996 is unable to route the report to you is because  you don't have permissions for information listed in the school, division, subdivision, and admin department  fields at the top of his report header. He can manually change this and submit the report. It should then route to you. 
Also, if he wants to change this so that it defaults to you each time he submits a report, he can do so by: 
Logging into Concur
Click on the profile icon in the upper right corner
Select profile settings
Navigate to Expense information and update the corresponding fields. 
He can do this for requests too. 
If he is unable to update this himself because it is grayed out, please have him contact your department HR rep for assistance. ",,
I need assistance with missing receipt declaration. What should I do?,asking for individual status/ capability limitation,,"Margarete,
A missing receipt declaration is submitted by the payee only and not by the delegate
Follow tips below
https://travel-expense.finance.columbia.edu/news/how-do-i-manage-missing-receipt-my-expense-report
Thanks",,
Can I get reimbursed for travel expenses if I used my company credit card instead of my personal one? All my receipts show the company's details.,in scope,,Expense supported by a receipt and proof of payment can be reimbursed,,
"I'm encountering a technical problem with the Concur booking tool where it's automatically filling in Chermaine's information as the traveler, and she cannot change it. What should we do?",asking for individual status/ capability limitation,,"
Chermaine will call the booking tool technical assistance number: 1-800-221-4730",,
I have pending Concur expenses for BSO5. Can you provide any updates?,asking for individual status/ capability limitation,,Please see attached screen shot.,,
I need help with access to travel in Concur. Can someone assist me?,asking for individual status/ capability limitation,,"We have not heard back from you regarding any additional questions you may have regarding this Service Now Incident. The Finance Service Center has marked it as resolved. If you do not feel it was resolved, please respond to this incident within 3 days to reopen. Thank you.",,
"I am trying to create a new report for current students, but I can't find Samuel Shepherd and Mimi Lamarre in the Vendor ID window. It keeps saying NO ROLE. What should I do?",asking for individual status/ capability limitation,,"In order for students to have an active concur ID they  must be enrolled in the current semester and have a local address in their student portal. 
Samuel Shepherd must log into his student portal and add a local address. 
Mimi Lamarre has a cnr: CNR0133093
Use this in the report header of the Non-profile payee report. In the vendor type choose student and in the vendor name change the filter to either and enter CNR0133093. 
Thanks. ",,
I'd like to inquire about the possibility of refunding a patient for lab services from Quest that were paid out of pocket due to insurance issues and receiving a bill. What steps should I take?,in scope,,"Alba,

Reimbursement can be processed through ARC once vendor profile is created through PaymentWorks

Thanks",,
"I would like to know the suggested supplies and materials for the purchase of charging cables, a charging block, etc.",in scope,,Suggested supplies & materials.,,
"What should I put in the site field for Canada in Concur, and how do I show the currency I used?",in scope,,"In the report header, in the site field, just start typing the name of the country and it should appear for you to select. 
When adding an expense, at the end of the details box next the amount field, the currency field will appear. You can select the currency type there. ",,
Can you tell me where the hotel segregated field is located?,in scope,,"The hotel segregated field could be found in the itemization tab.  Select create an itemization, choose hotel segregated as the expense type. ",,
What is the status of my cash advance?,asking for individual status/ capability limitation,,The status shows as issued. It was approved yesterday. The payment should be issued in today's pay cycle.,,
"I booked a ticket through Concur for June 27, 2024, but I need to shift the date to June 25. Can you help me with this?",asking for individual status/ capability limitation,,Please reach out to World Travel directly at 1-855-961-0313 to change your ticket,,
"My reimbursement is being held up for Concur report 5OTKE8 because of a 'Special Approver.' I need to know who that approver is. It's regarding Tracey Reznik's childcare reimbursement of $2,500.00. Can you please advise?",asking for individual status/ capability limitation,,report has been processed.,,
"Why are vendors not showing up in Concur for the following entries: 0000266112 KATHERINE TUCKER, 0000266385 GREGORY FABIANO?",asking for individual status/ capability limitation,,Outside Party vendors came up in Concur for user after trying again.,,
"I am receiving errors for report dh2994, named Caltech meeting, valued at $3,124.28. The alerts say: Reminder: Loss Damage Waiver is not reimbursable for rentals through Hertz. Reminder: I purchased a ticket other than Coach/Economy or Business Class - Acela. Could you please advise?",asking for individual status/ capability limitation,,suggest it was a general reminder,,
Can you clarify the allocation of alcohol for 275217-R?,in scope,,"Assisted caller with allocating alcohol. 
",,
"As a delegate for Prof. Abrahamyan, I submitted a reimbursement report for a group meal expense, but the cost per person isn’t showing up. It’s available under itemizations, but the DAAF returned it because it looks like all amounts are $0. Did I enter it correctly, or is this a system glitch?",asking for individual status/ capability limitation,,"When a group meal is itemized, under the main expense it will show $0 per person. However, under the itemizations, under the group meal itemization, the amount per person will appear.

Please see attached how this appears for an approver. The approver must expand the expense (click the V to expand), the hover over the icon for the attendees under the group meal itemization line.

I don't see an alert on this expense saying that it is over threshold.",,
"I'm working on an expense report for a student who didn't have a CNR number even though they are fully enrolled. The student just updated their SSOL with the required Domestic Address for a CNR number to be created. Is this enough to move the CNR number process forward? Is there someone who can assist with this, or will the CNR number be created automatically? Any help in getting a CNR number for Chenchen Sun would be greatly appreciated.",asking for individual status/ capability limitation,,"Hello,
Current enrollment and a US based address should be enough to result in the CNR id for the student but they will have to be opted in if you are expecting them to enter their own expense accounts. If someone is submitting on their behalf then no action is required.
=-John
",,
Can I add an ad-hoc approver before the Financial Approver?,in scope,,"I did some more research on this and it appears an ad-hoc approver can be added after the initial reviewer and before the financial approver except for in scenarios where the report does not route to an initial reviewer such as: 
1. It is a non-profile payee report that is not charged to a sponsored project
2. Or the report is attached to a Concur Request 
     You can find details on how to add an ad-hoc approver here: https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Ad_Hoc_Approvers.pdf
",,
"What is the status of Ck 1002254617 for the voucher dated 04/29/2024, number 06335986?",asking for individual status/ capability limitation,,"I have confirmed that the check has not been cashed.  It was sent to the address below. 
 
Margaux Lisa Luflade
25159 S 22ND STREET
UNIT C
PHILADELPHIA, PA  19103

Please confirm that the check address is correct. If it is correct, you can submit a stop pay/reissue request through the ServiceNow Portal, instructions below: 
Go to Columbia.service-now.com
Select Catalog
Select Finance
Select Accounts Payable Stop Pay Reissue
Fill in the form 
Enter comment 
Submit.

If it is not correct, please have the vendor log into her PaymentWorks account to update her address. 
 
NOTE:  DO NOT SUBMIT THE THE STOP PAY REISSUE UNTIL YOU CONFIRM THE ADDRESS HAS BEEN UPDATED IN THE SYSTEM. If you try to do the stop payment/reissue request before the new address is approved and updated in ARC, it will send the check to the wrong address again.  Also, if you try to select the option reissue this payment after changes are made to vendor profile, it will close out the voucher and you will have to reenter as a new vouc",,
"I'm going to the FENS Forum from June 25-29 in Vienna, Austria. I've already paid for the conference fees, visa fees, and flight ticket, but I will pay for my accommodation when I check out. Since all my expenses are in the 2024 fiscal year, should I submit my Concur request now, or should I compile everything and submit it together when I return in July? Thanks for your guidance.",asking for individual status/ capability limitation,,"My recommendation would be to do two expense reports, one now to cover the expenses you have already incurred, and then one for the lodging once you return. That would at least get the expenses you have already incurred into FY24. You can also discuss this plan with your department finance contact. ",,
I need to contact the airline directly or reach out to the organization that is paying since Concur/WTI only handles tickets booked through them.,asking for individual status/ capability limitation,,Faculty would need to contact the airline directly or reach out to the organization that is paying. Concur/WTI only handles tickets booked through them.,,
"A traveler is trying to change their Amtrak reservation booked through Concur and is being asked for the billing info for the Central Pay account ending in 7221. They were advised to call WTI back because they should not be asking for this information, and they may not realize this is a Central Pay account. What should the traveler do?",asking for individual status/ capability limitation,,"
Advised to call WTI back, they should not be asking for this info and may not realize this is a Central Pay account. Traveler should be calling 1-855-961-0313.",,
"Do CU students have access to enter their reimbursements in Concur? I'm asking for Nathalia Penton, who has a CNR profile but is receiving an error that says ""your Concur profile does not have an ARC vendor ID, you cannot submit this report.""",asking for individual status/ capability limitation,,"Hello,
Your requested information was provided to you in this incident on 5/9  and we have not heard back from you for several days now and the Service Center has marked the incident as resolved. If you do not feel this issue was resolved, please re-open this incident for further assistance.

Thank you.
",,
"I tried accessing Concur but the system says there is a new two-tier authentication I have to go through. I was sent a QR code to scan with an app that I don’t have. I followed the instructions to input the key exactly as instructed, but it didn’t work. I contacted the Concur help link, which had two irrelevant options managed by a bot. I also contacted Mike Stanish at A&S IT and sent him screenshots. He said he’d never seen anything like this and advised me to contact you because something seems wrong. I'm really frustrated because I have just under $5000 to be reimbursed and can’t access Concur. As a historian, I’m not tech-savvy and I don’t think I should have to be. I find this whole situation exhausting and have attached screenshots of the issues I encountered.",asking for individual status/ capability limitation,,Dr. Pedersen  was able to trouble shoot with her DA.,,
"Is a Pre-Trip Request required for all students submitting an expense reimbursement in Concur? I want to confirm if it’s necessary to get approved pre-trip requests for travel, as I’ve been advised that I won’t be able to submit an Expense Report without pre-trip approval attached.",in scope,,"The Concur Request module is used to facilitate advance approval of travel and expenses related to the following
situations:
• A Pre-Trip Request is required for all Students in order to be reimbursed for travel expenses. Some schools and
departments may also require approved pre-trip requests for all travel. If you are required to obtain pre-trip
approval, you will not be able to submit an Expense Report without the pre-trip approval attached. 

Here are the Job Aids on how to create the request and to concile:

https://www.finance.columbia.edu/content/submitting-pre-trip-and-travel-cash-advance-requests

https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Reconciling_Requests.pdf",,
"We have a new recruit who will incur relocation-related expenses before their start date on January 2, 2025. They will be set up in PaymentWorks and have been asked to fill out a specific form, but there isn't a category for moving or relocation fees in the ""Expense Type"" section, which is required. Could you please advise on how to complete this form? Thank you!",asking for individual status/ capability limitation,,"Hi Angel, apologies for the delay please email me directly with specifics if this issue has not been resolved.  a4291@columbia.edu",,
"I'm noticing that the Concur travel allowances, specifically per diems, are showing up as duplicates despite being intended for different people because of the non-profile payee reports.",in scope,,"This is a known issue. Since it is technically under your uni, the system flags itineraries for various individuals as duplicates when submitting for non-profiled payees. The solution is to manually input the itineraries. Detailed instructions can be found on page 7 of this guide: https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Per_Diem.pdf ",,
"Good morning, my approver is unable to approve a conference reimbursement for me. It's a hotel reimbursement for $163.83 for a conference and it's been submitted multiple times. Can someone please help me figure out why it can't be approved? Thank you!",asking for individual status/ capability limitation,,I see that Anna was able to select Barbara Rosenberg as the SBO and approve the expense report.,,
"I’m trying to submit an Expense Report in Concur, but I'm unable to add any Reviewers or Approvers to my profile or find any during the submission process. Please help rectify this. Thank you!",asking for individual status/ capability limitation,,"Per Angela, issue is resolved.",,
"On the header of my expense report, I typed in the name of the country, and the corresponding site code showed up correctly.",asking for individual status/ capability limitation,,On the report header typed in the name of the country and the corresponding site code came up.,,
I need assistance with the Concur folio process.,asking for individual status/ capability limitation,,"As always, it was a pleasure to speak with you yesterday.
To recap our call we worked on hotel itemization in Concur. Please feel free to call us anytime, but just in case you would like  this for your reference, here is the job aid that I pulled the information from: https://www.finance.columbia.edu/sites/default/files/content/Training%20Documents/Concur/Job%20Aids/Job_Aid_Concur_Itemizing_Lodging.pdf",,
